Empresa,Ano,Modelo,Carro/SUV,Titulo,UsadoOuNovo,Transmissao,Motor,TipoDirecao,TipoCombustivel,ConsumoCombustivel,Quilometros,EsquemaCores,CilindrosMotor,TipoCarroceria,Portas,Bancos,Preco
29,2011.0,408,226,1656,2,1,30,2,8,7.6,4891,61,4,3,5,5,11990.0
70,2015.0,557,474,3772,2,1,30,2,1,4.8,1952,516,4,7,4,5,22490.0
43,2022.0,763,92,7483,1,1,25,2,8,6.9,3,158,4,6,5,5,27980.0
28,2019.0,113,474,5766,2,1,34,2,8,8.2,9920,61,4,7,4,5,37990.0
48,2022.0,354,468,7547,2,1,62,1,3,9.1,2998,649,6,6,4,5,145990.0
29,2016.0,423,586,3952,2,1,34,4,7,10.6,5364,596,4,9,4,8,22900.0
69,2018.0,442,468,5577,2,1,67,1,8,9.5,4198,596,6,6,4,7,37990.0
29,2021.0,644,468,6848,2,1,67,2,8,10.5,8233,649,6,6,4,7,58990.0
70,2022.0,687,175,7807,1,1,30,1,7,8.6,5406,61,4,6,4,7,62109.0
51,2017.0,462,563,4750,2,0,0,3,0,7.663150894460331,12429,498,0,3,0,0,26950.0
70,2009.0,687,468,1264,2,1,30,0,7,9.2,1595,516,4,6,4,5,10999.0
65,2009.0,424,226,1191,2,1,30,1,7,8.8,2663,158,4,3,5,5,13577.0
70,2012.0,646,226,2263,2,1,30,2,7,8.2,13994,193,4,3,3,4,26990.0
6,2007.0,227,474,660,2,1,8,1,7,17.1,10692,48,12,7,4,4,99980.0
29,2009.0,700,468,1111,2,1,30,2,8,9.2,11213,729,4,6,4,5,14990.0
48,2003.0,174,160,241,2,1,64,4,8,0.0,3623,558,6,2,2,5,10999.0
51,2020.0,732,468,6554,2,1,35,2,8,7.9,11373,430,4,6,4,5,26990.0
65,2016.0,424,474,4217,2,1,30,1,8,6.8,10560,230,4,7,4,5,22990.0
29,2019.0,700,468,5815,2,1,30,2,8,7.9,5940,205,4,6,4,5,32999.0
46,2015.0,187,468,3542,2,1,30,2,8,6.4,11901,0,4,6,4,5,23999.0
37,2013.0,212,474,2464,2,1,30,2,8,7.4,2361,649,4,7,4,5,16990.0
37,2020.0,212,474,6384,2,1,26,2,8,6.8,8288,440,4,7,4,5,32990.0
36,2017.0,387,468,4542,2,1,62,0,1,7.5,4174,48,6,6,4,5,32890.0
19,2018.0,605,327,5067,2,1,0,4,1,7.663150894460331,10450,649,0,8,0,0,33950.0
27,2018.0,288,468,5115,2,1,25,2,8,6.9,11009,498,4,6,4,5,23987.0
66,2010.0,675,226,1502,2,1,25,2,8,6.7,4134,289,4,3,5,5,11999.0
65,2018.0,548,468,5521,2,1,35,1,8,7.3,12339,649,4,6,4,5,35888.0
37,2019.0,659,468,5867,2,1,32,1,1,7.2,13575,649,4,6,4,7,39780.0
70,2010.0,385,586,1550,2,1,24,2,7,6.3,3544,314,4,9,4,5,10888.0
51,2015.0,732,468,3642,2,1,35,2,8,7.9,5898,516,4,6,4,5,17978.0
27,2003.0,612,569,231,2,2,34,4,8,0.0,6505,596,4,8,2,3,10999.0
48,2007.0,153,474,732,2,1,31,4,1,6.7,4324,48,4,7,4,5,12990.0
43,2023.0,763,92,8179,1,1,25,2,0,6.9,5406,415,4,6,5,5,27690.0
28,2013.0,216,226,2415,2,1,28,2,7,6.5,13954,498,4,3,5,5,17888.0
46,2018.0,187,468,5342,2,1,30,2,8,6.9,8768,649,4,6,4,5,31990.0
46,2017.0,187,468,4652,2,1,30,2,8,6.9,10417,498,4,6,4,5,30395.0
27,2010.0,225,474,1349,2,1,68,4,8,10.1,4836,430,6,7,4,5,15699.0
69,2017.0,150,468,4844,2,1,22,2,7,6.4,11043,440,4,6,4,5,32490.0
29,2018.0,644,468,5169,2,1,32,1,1,7.5,642,516,4,6,4,7,35990.0
51,2018.0,577,468,5466,2,1,30,2,8,6.9,10819,136,4,6,4,5,27990.0
70,2015.0,562,226,3775,2,1,28,2,7,5.7,12112,88,4,3,5,5,22990.0
48,2009.0,158,474,1145,2,1,62,4,7,9.4,1016,289,6,7,4,5,14499.0
70,2014.0,385,226,3217,2,1,30,2,7,6.2,1381,0,4,3,5,5,25999.0
64,2011.0,114,569,1791,2,1,30,0,1,8.7,5705,0,4,8,4,5,8999.0
70,2016.0,122,178,4288,2,2,0,3,1,7.663150894460331,12486,289,0,8,0,0,33980.0
29,2017.0,112,226,4487,2,2,26,2,8,6.3,5558,163,4,3,5,5,18495.0
50,2013.0,698,569,2578,2,1,35,0,1,9.9,1882,596,4,8,4,5,25500.0
70,2018.0,195,153,5616,2,1,24,2,7,6.0,9748,596,4,0,3,5,36950.0
19,2015.0,447,468,3320,2,1,25,2,7,7.2,13482,649,4,6,4,5,19990.0
29,2018.0,408,226,5144,2,1,30,2,8,7.4,2349,440,4,3,4,5,19990.0
50,2016.0,549,468,4150,2,1,33,1,1,5.8,13179,314,4,6,4,7,29288.0
29,2013.0,408,226,2424,2,1,28,2,8,6.9,3886,440,4,3,5,5,13350.0
69,2002.0,459,468,214,2,2,40,0,1,0.0,8076,729,4,6,4,8,15999.0
65,2008.0,424,226,990,2,2,35,1,7,10.3,1772,596,4,3,5,5,33990.0
29,2018.0,445,468,5160,2,1,30,2,8,7.2,600,596,4,6,4,5,21990.0
69,2021.0,150,468,7107,2,1,22,2,7,6.4,7032,61,4,6,4,5,38990.0
19,2003.0,316,474,224,2,1,95,4,8,14.5,9600,516,8,7,4,5,24990.0
69,2016.0,442,472,4269,2,1,0,3,8,7.663150894460331,10623,498,0,9,0,0,41894.0
51,2019.0,732,468,6053,2,1,35,2,8,8.1,10581,596,4,6,4,7,26999.0
69,2021.0,583,468,7173,2,1,30,2,8,6.5,1918,48,4,6,5,5,48894.0
27,2008.0,126,226,869,2,1,28,2,8,8.2,5602,289,4,3,5,5,5999.0
27,2017.0,221,569,4439,2,1,38,0,1,9.1,6551,596,4,8,2,2,25997.0
69,2018.0,199,474,5547,2,1,35,2,8,8.3,5069,61,4,7,4,5,40932.0
69,2023.0,231,474,8439,2,1,28,2,3,3.9,8373,663,4,7,4,5,43487.0
69,2003.0,231,474,262,2,2,28,2,8,8.0,5266,498,4,7,4,5,6888.0
69,2018.0,150,468,5541,2,1,22,2,7,5.5,10530,649,4,6,4,5,32999.0
27,2017.0,126,226,4427,2,1,24,2,7,5.8,13236,430,4,3,5,5,17990.0
53,2012.0,33,157,2165,2,1,26,2,7,8.1,4094,596,4,1,2,4,15990.0
28,2017.0,181,468,4468,2,1,25,1,8,7.4,2078,158,4,6,4,5,34990.0
41,2019.0,705,468,5923,2,1,30,2,8,5.8,12059,314,4,6,4,5,41990.0
27,2016.0,225,586,3911,2,1,68,4,8,9.8,4501,61,6,9,4,5,23999.0
69,2020.0,401,153,6656,2,1,38,4,1,8.4,9939,729,4,0,5,2,62990.0
50,2016.0,698,569,4161,2,2,34,4,8,10.9,5149,498,4,8,2,2,16999.0
51,2021.0,732,468,7050,2,1,35,0,8,8.3,6454,596,4,6,4,5,41990.0
46,2005.0,26,474,421,2,1,30,2,8,8.9,6104,158,4,7,4,5,6999.0
53,2020.0,33,586,6570,2,1,16,2,8,5.0,1311,314,3,9,5,5,27990.0
50,2014.0,698,569,3080,2,2,35,0,1,8.1,4550,0,4,8,4,5,21999.0
69,2021.0,199,474,7113,2,1,35,2,7,6.8,6442,729,4,7,4,5,35868.0
27,2015.0,221,569,3366,2,1,38,0,1,9.1,5632,0,4,8,2,2,21999.0
69,2019.0,401,153,6156,2,1,38,4,1,8.4,13043,596,4,0,4,2,54950.0
70,2011.0,687,468,1874,2,1,30,1,7,8.8,2251,649,4,6,4,5,14999.0
51,2020.0,537,569,6542,2,1,33,0,1,7.9,144,596,4,8,4,5,43990.0
55,2014.0,495,468,3122,2,1,62,1,1,6.1,1135,649,6,6,4,5,47999.0
37,2019.0,670,474,5876,2,1,65,4,8,10.2,12763,440,6,7,4,5,56888.0
50,2012.0,553,468,2128,2,1,41,0,1,9.0,6765,48,4,6,4,7,24990.0
37,2022.0,561,226,7421,2,1,22,2,8,5.8,5146,596,4,3,5,5,19987.0
46,2019.0,26,474,5933,2,1,35,2,8,6.5,12153,329,4,7,4,5,33990.0
69,2013.0,442,468,2693,2,1,67,0,8,11.0,4644,314,6,6,4,5,18990.0
55,2015.0,495,468,3658,2,1,62,1,1,6.1,12345,314,6,6,4,5,54950.0
21,2022.0,703,364,7327,1,1,0,3,1,7.663150894460331,6624,191,0,8,0,0,52585.0
27,2013.0,201,468,2379,2,1,32,1,1,8.1,4052,596,4,6,4,7,11900.0
69,1999.0,404,569,96,2,2,30,4,8,0.0,5531,729,4,8,2,3,9990.0
43,2022.0,399,468,7465,2,1,25,2,8,7.3,6343,61,4,6,4,5,35950.0
19,2018.0,286,468,5030,2,1,30,2,1,6.7,7144,289,4,6,4,5,37990.0
69,2019.0,404,569,6162,2,2,37,4,8,11.1,9735,703,4,8,2,2,29888.0
27,2008.0,612,569,886,2,2,40,4,1,8.4,9104,0,4,8,4,5,8999.0
51,2016.0,577,468,4183,2,1,26,2,1,4.9,12736,669,4,6,4,5,26888.0
19,2009.0,605,569,1075,2,2,40,4,1,9.3,8099,596,4,8,4,5,11747.0
37,2017.0,212,474,4558,2,1,30,2,8,7.3,13669,516,4,7,4,5,19999.0
66,2008.0,387,468,994,2,1,59,0,8,11.5,5560,193,6,6,4,5,11790.0
9,2022.0,655,569,7272,2,1,101,0,8,13.2,3448,440,8,8,4,5,132990.0
69,2016.0,231,226,4243,2,1,28,2,8,6.1,13811,596,4,3,5,5,17999.0
69,2012.0,459,468,2231,2,1,40,0,1,8.5,7664,596,4,6,4,7,25999.0
69,2022.0,404,569,7713,2,1,38,4,1,7.5,1667,147,4,8,4,5,48950.0
69,2021.0,231,563,7119,2,0,0,3,0,7.663150894460331,4968,498,0,3,0,0,39747.0
37,2022.0,212,226,7413,2,1,26,2,8,6.8,6327,48,4,3,5,5,37290.0
29,2021.0,700,468,6851,2,1,30,2,8,8.1,10182,314,4,6,4,5,35990.0
19,2012.0,318,226,1927,2,2,26,2,1,4.4,1966,516,4,3,5,5,9798.0
58,2017.0,690,153,4804,2,2,26,2,1,6.2,3221,283,4,0,4,3,28990.0
28,2020.0,398,468,6330,2,1,28,2,8,6.9,10936,354,4,6,4,5,29995.0
69,2002.0,459,468,212,2,2,72,0,1,0.0,8688,729,6,6,4,6,19999.0
58,2023.0,508,195,8379,1,1,28,2,0,8.0,6068,58,4,3,5,5,73011.0
69,2022.0,442,351,7718,2,1,0,3,7,7.663150894460331,4920,649,0,9,0,0,79990.0
51,2011.0,537,569,1779,2,1,62,0,1,9.5,5618,498,6,8,4,5,27990.0
51,2021.0,732,468,7045,2,1,35,2,8,7.9,8819,371,4,6,4,5,34990.0
66,2021.0,724,468,7102,2,1,26,2,8,6.2,10023,650,4,6,4,5,24990.0
19,2019.0,289,468,5712,2,2,25,2,7,6.3,6759,729,4,6,4,5,24999.0
70,2019.0,687,468,6232,2,1,30,1,7,7.5,9390,314,4,6,4,5,49888.0
46,2014.0,13,226,3001,2,1,25,2,8,6.8,7910,440,4,3,5,5,7490.0
46,2021.0,186,468,6956,2,1,30,2,8,6.5,106,476,4,6,4,5,35850.0
65,2018.0,548,468,5521,2,1,35,1,8,7.3,5877,468,4,6,4,5,39880.0
50,2017.0,553,468,4732,2,1,41,0,1,9.0,123,61,4,6,4,7,39990.0
46,2022.0,187,468,7510,2,1,35,1,8,8.2,946,343,4,6,4,5,56990.0
50,2016.0,549,468,4145,2,1,34,1,8,7.5,12058,516,4,6,4,7,29990.0
27,2012.0,225,474,1976,2,2,99,4,7,12.2,323,736,8,7,4,5,38990.0
4,2015.0,20,226,3266,2,1,30,2,7,5.9,11445,356,4,3,4,5,27490.0
37,2021.0,561,226,6884,2,1,22,2,8,5.8,6846,596,4,3,5,5,19868.0
69,2005.0,290,586,475,2,1,34,2,0,7.663150894460331,1020,498,4,9,4,0,13999.0
69,2014.0,404,569,3181,2,1,40,0,1,8.7,7978,649,4,8,4,5,23990.0
29,2020.0,408,226,6338,2,1,30,2,8,7.4,11039,440,4,3,4,5,23832.0
28,2017.0,181,468,4465,2,1,25,2,8,7.0,11825,289,4,6,4,5,25990.0
18,2013.0,325,468,2327,2,1,34,2,8,9.8,5563,101,4,6,4,5,11999.0
3,2013.0,104,160,2285,2,1,30,1,7,7.0,9846,314,4,2,2,4,29900.0
66,2022.0,724,433,7682,0,2,26,2,8,5.8,217,596,4,6,4,5,30990.0
33,2018.0,492,468,5191,2,1,40,2,1,8.0,991,558,4,6,4,7,33990.0
50,2019.0,110,468,5994,2,1,34,2,8,7.9,5676,596,4,6,4,5,35990.0
65,2019.0,548,468,6100,2,1,68,1,8,9.9,11068,48,6,6,4,5,38990.0
58,2012.0,444,468,2169,2,1,35,2,7,9.3,4728,596,4,6,4,5,8990.0
43,2021.0,763,468,6934,2,1,25,2,8,6.9,4490,649,4,6,5,5,25990.0
29,2018.0,112,474,5140,2,1,26,2,8,6.6,13607,729,4,7,4,5,20990.0
50,2019.0,110,468,5991,2,1,30,2,8,7.6,7937,61,4,6,4,5,29990.0
19,2019.0,605,569,5734,2,2,52,0,1,8.4,7393,649,5,8,4,5,49990.0
70,2020.0,557,586,6728,2,1,30,2,7,6.6,7605,61,4,9,4,5,40996.0
27,2015.0,196,474,3351,2,1,68,4,8,9.5,187,649,6,7,4,5,28888.0
3,2018.0,575,468,4981,2,1,62,1,1,5.8,11080,516,6,6,4,7,66888.0
50,2022.0,110,468,7556,2,1,30,2,8,7.6,13302,545,4,6,4,5,31990.0
51,2014.0,577,468,3106,2,1,26,2,1,4.9,1293,61,4,6,4,5,18999.0
48,2010.0,171,160,1426,2,1,28,4,7,9.0,9458,61,4,2,2,4,17990.0
27,2018.0,221,569,5105,2,1,38,0,1,9.1,13309,649,4,8,4,5,41991.0
51,2020.0,732,468,6558,2,1,35,2,8,8.1,9593,136,4,6,4,7,26998.0
3,2017.0,570,468,4343,2,1,30,1,1,5.0,10746,172,4,6,4,5,38888.0
65,2021.0,548,468,7087,2,1,35,1,8,7.3,7039,158,4,6,4,5,46490.0
3,2014.0,572,468,2764,2,1,30,1,7,7.9,2360,48,4,6,4,5,22995.0
69,2021.0,583,468,7168,2,1,35,1,8,6.7,7653,440,4,6,5,5,59900.0
69,2019.0,583,468,6190,2,1,35,2,3,4.7,8781,527,4,6,5,5,53999.0
19,2008.0,320,474,859,2,1,30,2,8,8.0,3505,498,4,7,4,5,7999.0
37,2018.0,663,468,5239,2,1,30,1,1,6.4,7657,596,4,6,4,5,32998.0
51,2011.0,251,468,1763,2,1,30,2,8,8.2,6530,48,4,6,4,5,3200.0
27,2018.0,225,586,5110,2,1,30,2,7,7.7,13798,649,4,9,4,5,23990.0
65,2019.0,321,468,6089,2,1,35,1,8,7.4,8337,516,4,6,4,5,36987.0
19,2019.0,605,569,5728,2,1,30,0,1,7.4,12645,744,4,8,4,5,55990.0
46,2016.0,191,468,4090,2,1,35,2,8,8.4,4084,596,4,6,4,7,33990.0
29,2004.0,380,226,312,2,1,25,2,8,7.8,5994,0,4,3,3,5,6888.0
43,2019.0,762,468,5926,2,1,15,2,8,6.7,7454,0,3,6,4,5,21990.0
49,2017.0,229,226,4706,2,1,18,2,7,5.0,11520,413,3,3,5,5,31880.0
4,2018.0,740,468,5021,2,1,62,1,1,6.2,706,289,6,6,4,5,49800.0
69,2012.0,459,569,2234,2,2,89,0,1,11.5,7529,729,8,8,2,3,42999.0
70,2014.0,385,226,3215,2,1,24,2,7,5.4,127,649,4,3,5,5,14812.0
27,2014.0,703,569,2883,2,2,99,4,8,12.3,9316,61,8,8,2,2,54990.0
36,2012.0,387,468,2035,2,1,68,1,7,11.0,6232,289,6,6,4,5,15999.0
50,2016.0,110,468,4142,2,1,33,0,1,6.0,2071,649,4,6,4,5,19990.0
4,2018.0,470,226,5002,2,1,62,4,7,7.1,9348,48,6,3,5,5,47990.0
65,2019.0,728,474,6102,2,1,30,1,7,8.6,11753,649,4,7,4,5,42990.0
55,2014.0,495,468,3121,2,1,62,1,7,8.7,764,61,6,6,4,5,55990.0
51,2015.0,558,468,3619,2,1,67,2,7,9.9,13085,596,6,6,4,7,23868.0
70,2022.0,519,162,7778,0,1,30,2,1,6.6,3167,404,4,9,4,7,79990.0
69,2019.0,683,586,6202,2,1,34,2,8,8.9,11699,558,4,9,4,8,38990.0
28,2018.0,181,468,5127,2,1,25,2,8,7.3,12203,498,4,6,4,5,29498.0
19,2012.0,686,468,1948,2,1,59,1,1,9.0,5687,48,6,6,4,7,16500.0
12,2022.0,322,468,7277,2,1,30,0,7,7.7,436,289,4,6,4,5,60990.0
65,2016.0,424,226,4217,2,1,30,1,8,6.8,13263,516,4,3,5,5,19992.0
69,2021.0,459,468,7162,2,1,38,0,1,7.9,8690,371,4,6,4,7,73999.0
4,2016.0,473,160,3832,2,1,62,4,7,7.1,1224,763,6,2,2,4,38990.0
43,2021.0,482,226,6929,2,1,25,2,7,6.7,7710,649,4,3,5,5,16990.0
71,2012.0,744,468,2271,2,1,30,2,7,8.7,1092,516,4,6,4,5,21999.0
27,2014.0,241,586,2870,2,1,28,2,8,7.4,841,61,4,9,4,5,13999.0
36,2022.0,387,468,7403,2,1,68,0,7,10.6,12759,498,6,6,4,7,99990.0
19,2017.0,605,569,4415,2,1,52,0,1,9.0,3683,158,5,8,4,5,44990.0
70,2014.0,687,468,3223,2,1,24,2,7,7.3,3332,48,4,6,4,5,16888.0
50,2019.0,549,468,6002,2,1,34,2,8,6.8,12872,498,4,6,4,7,30490.0
29,2015.0,644,468,3428,2,1,34,1,8,9.0,5366,596,4,6,4,7,17999.0
69,2021.0,583,468,7165,2,1,30,2,8,6.0,10326,48,4,6,5,5,49990.0
48,2017.0,159,474,4678,2,1,30,4,3,2.4,12787,527,4,7,4,5,40690.0
19,2013.0,605,569,2349,2,2,32,0,1,8.9,12956,596,4,8,4,5,29995.0
50,2023.0,549,597,8311,1,1,35,2,8,7.5,8496,158,4,6,4,5,52990.0
46,2016.0,191,468,4088,2,1,35,2,8,8.4,11022,314,4,6,4,7,36990.0
48,2013.0,484,468,2544,2,1,31,1,1,6.4,1467,48,4,6,4,5,27990.0
4,2015.0,737,468,3286,2,1,30,0,1,5.4,2302,158,4,6,4,5,26990.0
36,2022.0,387,468,7400,2,1,68,0,7,10.6,5548,596,6,6,4,7,77990.0
37,2021.0,671,468,6895,2,1,15,2,0,5.4,8036,649,3,6,4,5,29888.0
37,2019.0,205,586,5850,2,1,32,2,1,7.7,11232,311,4,9,4,8,49888.0
43,2020.0,763,468,6447,2,1,17,2,8,7.3,6986,430,3,6,5,5,29950.0
36,2020.0,387,468,6379,2,1,62,0,1,7.0,13156,440,6,6,4,5,62990.0
37,2016.0,205,586,4001,2,1,32,2,1,7.7,13363,558,4,9,4,8,36990.0
49,2018.0,52,226,5399,2,1,30,2,7,6.0,7972,274,4,3,3,4,41999.0
19,2019.0,605,569,5732,2,1,52,0,1,8.7,2280,498,5,8,4,5,37990.0
27,2017.0,221,569,4438,2,1,38,4,1,8.8,412,649,4,8,4,5,29990.0
4,2019.0,45,474,5683,2,1,30,4,8,6.4,8890,61,4,7,4,5,51892.0
70,2004.0,689,468,368,2,1,64,0,7,19.1,6129,498,6,6,4,5,7999.0
37,2021.0,212,226,6879,2,1,30,2,8,7.4,8060,596,4,3,5,5,24998.0
19,2002.0,320,474,177,2,1,30,2,8,8.0,1940,729,4,7,4,5,7450.0
27,2018.0,288,468,5116,2,1,30,2,7,8.2,13411,729,4,6,4,5,24990.0
27,2014.0,221,569,2860,2,1,38,0,1,9.1,1230,703,4,8,4,5,28886.0
69,2019.0,459,569,6177,2,2,89,0,1,10.7,2638,614,8,8,4,5,97450.0
69,2021.0,583,468,7166,2,1,35,2,3,4.7,13127,158,4,6,5,5,54990.0
27,2015.0,144,226,3347,2,1,24,2,7,6.5,10304,440,4,3,5,5,15990.0
69,2011.0,404,569,1838,2,1,40,0,1,9.3,6040,289,4,8,4,5,32990.0
70,2018.0,385,226,5624,2,1,30,2,7,6.7,11716,649,4,3,5,5,39850.0
62,2021.0,443,468,7073,2,1,30,0,7,7.6,9082,744,4,6,4,7,43990.0
27,2013.0,221,569,2382,2,1,38,0,1,9.1,4188,729,4,8,4,5,25990.0
70,2016.0,385,586,4305,2,1,24,2,7,5.4,13393,649,4,9,4,5,19990.0
27,2017.0,221,569,4444,2,1,38,0,1,9.1,10725,61,4,8,4,5,47990.0
50,2022.0,549,468,7568,2,1,35,2,8,7.7,4087,703,4,6,4,7,41990.0
27,2012.0,144,474,1959,2,1,26,2,8,6.6,12849,205,4,7,4,5,11499.0
37,2020.0,212,226,6385,2,1,30,2,8,7.4,10492,158,4,3,5,5,24950.0
41,2017.0,184,226,4612,2,1,28,2,3,4.1,12552,48,4,3,5,5,32780.0
3,2014.0,100,157,2755,2,1,28,2,7,5.8,13581,314,4,1,2,4,24888.0
48,2018.0,365,468,5388,2,1,91,1,7,11.3,11820,48,8,6,4,7,79800.0
69,2013.0,290,563,2675,2,0,0,3,0,7.663150894460331,11223,48,0,9,0,0,29950.0
37,2020.0,212,474,6388,2,1,30,2,8,7.4,8416,729,4,7,4,5,26999.0
4,2018.0,739,468,5017,2,1,62,1,1,6.0,8609,158,6,6,5,5,64999.0
70,2018.0,687,468,5651,2,1,30,1,7,8.3,12835,649,4,6,4,7,40990.0
4,2023.0,58,90,7857,0,1,30,4,0,6.5,3510,658,4,3,4,5,83680.0
70,2019.0,687,468,6232,2,1,30,1,7,7.9,10443,596,4,6,4,7,36990.0
27,2018.0,288,468,5119,2,1,30,1,7,8.4,11496,596,4,6,4,5,28990.0
29,2007.0,644,468,705,2,1,32,0,1,8.2,5835,596,4,6,4,5,13990.0
3,2015.0,620,226,3258,2,1,30,1,7,6.9,390,61,4,3,5,5,31932.0
46,2023.0,187,93,8235,1,1,35,1,8,8.2,0,447,4,6,4,5,57693.0
27,2017.0,221,569,4439,2,1,38,0,1,9.0,7024,649,4,8,4,5,19999.0
46,2018.0,185,468,5331,2,1,30,2,8,6.1,9185,48,4,6,4,5,17500.0
29,2021.0,408,226,6822,2,1,30,2,8,7.4,6832,649,4,3,5,5,26990.0
27,2017.0,144,226,4431,2,1,26,2,7,6.6,12004,48,4,3,5,5,15990.0
51,2020.0,732,468,6557,2,1,35,0,8,8.3,10579,136,4,6,4,5,28990.0
65,2019.0,321,468,6089,2,1,35,1,8,7.4,11770,283,4,6,4,5,33868.0
46,2016.0,78,474,4064,2,1,35,2,8,6.6,9551,516,4,7,4,5,25990.0
19,2018.0,292,468,5041,2,1,52,0,1,8.5,11507,329,5,6,4,7,57999.0
69,2021.0,758,563,7177,2,0,0,3,0,7.663150894460331,1969,596,0,3,0,0,29747.0
51,2020.0,732,468,6567,2,1,35,0,8,8.3,5471,61,4,6,4,5,41990.0
70,2018.0,385,226,5623,2,1,24,2,7,5.4,11185,205,4,3,5,5,23990.0
69,2018.0,583,468,5600,2,1,30,2,8,7.0,12505,158,4,6,4,5,30950.0
27,2018.0,126,474,5082,2,1,24,2,8,6.1,10588,596,4,7,4,5,22888.0
70,2018.0,687,468,5645,2,1,30,1,7,8.1,13377,596,4,6,4,5,39990.0
51,2021.0,732,468,7048,2,1,35,2,8,7.9,8208,729,4,6,4,5,36990.0
19,2017.0,292,468,4393,2,1,52,1,1,8.5,13336,69,5,6,4,7,44499.0
69,2020.0,150,468,6628,2,1,22,2,7,6.4,9133,289,4,6,5,5,38990.0
50,2019.0,110,468,5995,2,1,30,2,8,7.6,12159,516,4,6,4,5,25950.0
70,2015.0,689,468,3781,2,1,62,1,1,7.4,1272,109,6,6,4,5,33990.0
36,2014.0,387,468,2956,2,1,102,0,7,14.0,1290,596,8,6,4,5,54898.0
70,2019.0,237,608,6215,2,1,0,2,1,7.663150894460331,11310,782,0,8,0,0,53995.0
40,2014.0,616,468,2985,2,1,62,1,1,7.5,2516,596,6,6,4,5,64999.0
50,2020.0,553,468,6524,2,1,34,0,1,8.0,9543,109,4,6,4,7,49890.0
51,2019.0,537,569,6029,2,2,33,2,1,6.4,11764,649,4,8,2,2,25990.0
27,2009.0,225,474,1091,2,1,68,4,8,10.1,11650,498,6,7,4,5,15990.0
51,2005.0,284,331,445,2,1,0,3,0,7.663150894460331,11117,498,0,9,0,0,19950.0
4,2023.0,740,468,7877,2,1,88,1,7,11.5,6153,395,8,6,4,5,154000.0
37,2019.0,663,468,5873,2,1,30,2,8,7.9,11484,596,4,6,4,5,28987.0
27,2017.0,221,569,4438,2,1,38,4,1,8.8,715,596,4,8,2,2,26999.0
69,2010.0,199,474,1504,2,1,34,2,8,8.8,6783,0,4,7,4,5,10499.0
48,2019.0,347,468,5979,2,1,30,4,7,7.8,9621,566,4,6,4,5,57990.0
69,2020.0,583,468,6695,2,1,35,1,3,4.8,10713,158,4,6,5,5,47990.0
37,2020.0,212,474,6385,2,1,30,2,8,7.4,10070,596,4,7,4,5,23498.0
51,2021.0,732,468,7048,2,1,35,2,8,7.9,5012,729,4,6,4,5,37990.0
70,2013.0,385,226,2725,2,1,24,2,7,5.4,2974,516,4,3,5,5,14980.0
41,2021.0,274,474,6914,2,1,35,2,7,6.6,1627,152,4,7,4,5,57990.0
69,2021.0,583,468,7170,2,1,30,2,8,6.5,7360,596,4,6,5,5,42495.0
51,2008.0,284,331,959,2,1,0,3,0,7.663150894460331,12487,136,0,9,0,0,19950.0
27,2014.0,497,474,2876,2,1,34,2,8,8.0,2639,430,4,7,4,5,13999.0
36,2014.0,214,468,2947,2,1,30,0,1,5.8,147,440,4,6,4,5,24990.0
69,2014.0,758,280,3195,2,1,0,2,8,7.663150894460331,3368,136,0,3,0,0,13999.0
27,2017.0,288,468,4455,2,1,30,2,7,8.2,1847,289,4,6,4,5,20990.0
27,2016.0,703,569,3923,2,2,68,4,8,9.8,11196,274,6,8,2,2,37800.0
69,2019.0,583,468,6191,2,1,35,1,3,4.8,11402,466,4,6,5,5,53888.0
28,2019.0,181,468,5770,2,1,25,2,8,7.3,9086,649,4,6,4,7,41990.0
37,2016.0,659,468,4011,2,1,65,2,8,9.9,7549,314,6,6,4,7,30497.0
28,2014.0,113,474,2885,2,1,34,2,8,8.1,2169,440,4,7,4,5,18980.0
29,2019.0,445,468,5804,2,1,30,2,8,7.2,12006,649,4,6,4,5,24497.0
51,2013.0,732,468,2615,2,1,30,2,8,8.4,3124,314,4,6,4,5,11999.0
69,2018.0,231,226,5553,2,1,28,2,8,6.1,11031,516,4,3,5,5,28888.0
1,2019.0,613,468,5657,2,1,61,1,7,10.2,10935,158,6,6,4,5,91990.0
69,2021.0,150,468,7107,2,1,22,2,7,6.4,7441,649,4,6,4,5,36868.0
4,2017.0,23,160,4357,2,1,30,4,7,6.2,5221,605,4,2,2,4,39950.0
43,2023.0,763,391,8181,1,1,17,2,0,7.3,3,430,3,6,5,5,33690.0
8,2023.0,545,317,7885,0,1,25,2,0,6.9,6852,516,4,6,4,5,36990.0
46,2018.0,142,569,5327,2,1,52,0,1,10.0,3315,314,5,8,4,4,34900.0
27,2017.0,201,468,4437,2,1,34,2,8,9.0,3928,136,4,6,4,7,19990.0
69,2007.0,459,468,808,2,1,40,0,1,9.3,7912,0,4,6,4,8,21999.0
69,2008.0,442,468,1019,2,1,67,0,8,11.0,7369,48,6,6,4,7,14999.0
69,2010.0,442,468,1530,2,1,67,0,8,11.0,3774,0,6,6,4,5,14999.0
65,2017.0,467,474,4819,2,1,68,1,7,9.9,10031,596,6,7,4,5,31990.0
29,2022.0,408,474,7355,2,1,30,2,7,8.2,10606,624,4,7,4,5,49950.0
65,2019.0,467,474,6095,2,1,68,1,8,9.9,12004,649,6,7,4,5,35950.0
